Day,Time Slot,Room,Course,Course Code,Section(s),Teacher,Duration
Fri,08:30-10:00,C-5,Compiler Construction,CS4031,BCS-7G/9G,Dr. Faisal Aslam,90 min
Fri,08:30-10:00,C-6,Parallel and Distributed Computing,CS3006,BCS-7F/9F,Mr. Mubashar Hussain,90 min
Fri,08:30-10:00,C-7,Theory of Automata,CS3005,BCS-7A,Dr. Sobia Tariq Javed,90 min
Fri,08:30-10:00,D-11,Embedded Control for Robotics,CS4095,BCS-9A,TBA,90 min
Fri,08:30-10:00,Eng Lab-1,Functional English Lab,SL1012,BCS-1G2/3G2,TBA,90 min
Fri,08:30-10:00,F-201,Applied Programming,CS4002,MCS-1A,Ms. Namra Absar,90 min
Fri,08:30-10:00,F-202,Introduction to Information and Communication Technology,CL1000,BSE-1C,TBA,90 min
Fri,08:30-10:00,F-203,Programming Fundamentals,CS1002,BSE-1B,Ms. Anosha Khan,90 min
Fri,08:30-10:00,F-204,Applied Physics,NS1001,BSE-1A,Mr. Faizan Saleem VF,90 min
Fri,08:30-10:00,F-205,Introduction to Software Engineering,SE1001,BSE-3C,Ms. Momna Zaneb,90 min
Fri,08:30-10:00,F-206,Data Warehousing and Business Intellligence,DS3004,BDS-5A,Mr. Ishaq Raza,90 min
Fri,08:30-10:00,F-207,Final Year Project -I,DS4091,BDS-7A,TBA,90 min
Fri,08:30-10:00,F-208,Data Science Tools and Technique,DS5002,MDS-1A,Dr. Asma Ahmad,90 min
Fri,10:00-11:30,C-1,Programming Fundamentals,CS1002,BCS-1D/3D,Ms. Namra Absar,90 min
Fri,10:00-11:30,C-13,Calculus and Analytical Geometry,MT1003,BCS-1A/3A,Dr. Saeeda Zia,90 min
Fri,10:00-11:30,C-14,Ideology and Consittution of Pakistan,SS1013,BCS-1B/3B,Dr.Abdul Sattar,90 min
Fri,10:00-11:30,C-2,Islamic Studies/Ethics,SS1007,BCS-1E/3E,Qurat ul Ain Fatima,90 min
Fri,10:00-11:30,C-3,Data Structures,CS2001,BCS-3A/5A,Dr. Zareen Alamgir,90 min
Fri,10:00-11:30,C-4,Computer Organization and Assembly Language,EE2003,BCS-3F/5F,Ms. Aleena Ahmad,90 min
Fri,10:00-11:30,C-5,Discrete Structures,CS1005,BCS-3B/5B,Dr. Imran Farid Khan,90 min
Fri,10:00-11:30,C-6,Discrete Structures,CS1005,BCS-3H/5H,Ms. Mehwish Afshan,90 min
Fri,10:00-11:30,C-7,Linear Algebra,MT1004,BCS-3C/5C,Dr. Muzamil Hanif VF,90 min
Fri,10:00-11:30,D-11,Computer Architecture,CS4075,BCS-5D/7D,Ms. Saba Sajid,90 min
Fri,10:00-11:30,Eng Lab-1,Computer Organization and Assembly Language  Lab,EL2003,BAI-3A,TBA,90 min
Fri,10:00-11:30,F-201,Computer Networks,CS3001,BCS-5E/7E,Mr. Nauman Moazzam Hayat,90 min
Fri,10:00-11:30,F-202,Computer Networks,CS3001,BCS-5H/7H,Ms. Sarah Khaleel,90 min
Fri,10:00-11:30,F-203,Software Engineering,CS3009,BCS-5F/7F,Ms. Mehroze Khan,90 min
Fri,10:00-11:30,F-204,Technical and Business Writting,CSXXX,BCS-5C/7C,Uzma Safdar,90 min
Fri,10:00-11:30,F-205,Technical and Business Writting,CSXXX,BCS-5G/7G,Hajra Ikram,90 min
Fri,10:00-11:30,F-206,Parallel and Distributed Computing,CS3006,BCS-7E/9E,Mr. Danyal Farhat,90 min
Fri,10:00-11:30,F-207,Parallel and Distributed Computing,CS3006,BCS-7F/9F,Mr. Mubashar Hussain,90 min
Fri,10:00-11:30,F-208,Data Warehousing and Business Intellligence,DS3004,BDS-7A/9A,Mr. Ishaq Raza,90 min
Fri,10:00-11:30,F-209,MLOps,CS4085,BCS-7A,Mr. Usman Anwer,90 min
Fri,10:00-11:30,F-210,Natural Language Processing,CS4063,BCS-9A,Ms. Mariam Nasim,90 min
Fri,10:00-11:30,F-301,Advanced Operating System,CSXXX,MCS-1A,Dr. Zeeshan Ali Khan,90 min
Fri,10:00-11:30,F-302,Programming Fundamentals,CS1002,BSE-1A,Ms. Anosha Khan,90 min
Fri,10:00-11:30,F-303,Applied Physics,NS1001,BSE-1B,Mr. Faizan Saleem VF,90 min
Fri,10:00-11:30,F-304,Anthropology,XXXXX,BSE-1C,TBA,90 min
Fri,10:00-11:30,F-305,Computer Organization and Assembly Language,EE2003,BSE-3B,TBA,90 min
Fri,10:00-11:30,F-306,Computer Organization and Assembly Language,EE2003,BSE-3C,TBA,90 min
Fri,10:00-11:30,F-307,Information Security,CS3002,BSE-7B,Ms. Sarah Abid Khan,90 min
Fri,10:00-11:30,F-308,Parallel and Distributed Computing,CS3006,BSE-7A,Mr. Razi uddin,90 min
Fri,10:00-11:30,F-309,Calculus and Analytical Geometry,MT1003,BDS-1B,Dr. Komal Hassan VF,90 min
Fri,10:00-11:30,F-310,Introduction to Data Science,DS2001,BDS-3A,Dr. Asma Ahmad,90 min
Fri,10:00-11:30,F-311,Natural Language Processing,DS5007,MDS-1A,Dr. Hajra Waheed,90 min
Fri,10:00-11:30,F-312,Advanced Topics in Generative AI,AI5004,MDS-3A,Dr. Maryam Bashir,90 min
Fri,10:00-11:30,S. Hall,Psychology,SS2019,BCY-1B,TBA,90 min
Fri,11:30-13:00,C-1,Programming Fundamentals,CS1002,BCS-1D/3D,Ms. Namra Absar,90 min
Fri,11:30-13:00,C-13,Calculus and Analytical Geometry,MT1003,BCS-1B/3B,Dr. Saeeda Zia,90 min
Fri,11:30-13:00,C-14,Ideology and Consittution of Pakistan,SS1013,BCS-1C/3C,Dr.Abdul Sattar,90 min
Fri,11:30-13:00,C-2,Islamic Studies/Ethics,SS1007,BCS-1A/3A,Qurat ul Ain Fatima,90 min
Fri,11:30-13:00,C-3,Functional English,SS1012,BCS-1E/3E,Dr. Kulsoom,90 min
Fri,11:30-13:00,C-4,Data Structures,CS2001,BCS-3D/5D,Dr. Saira Karim,90 min
Fri,11:30-13:00,C-5,Computer Organization and Assembly Language,EE2003,BCS-3C/5C,Ms. Samin Iftikhar,90 min
Fri,11:30-13:00,C-6,Computer Organization and Assembly Language,EE2003,BCS-3E/5E,Ms. Aleena Ahmad,90 min
Fri,11:30-13:00,C-7,Computer Organization and Assembly Language,EE2003,BCS-3H/5H,Mr. Waqar Baig,90 min
Fri,11:30-13:00,D-11,Discrete Structures,CS1005,BCS-3G/5G,Ms. Mehwish Afshan,90 min
Fri,11:30-13:00,Eng Lab-1,Parallel and Distributed Computing,CS3006,BSE-7A,Mr. Razi uddin,90 min
Fri,11:30-13:00,Eng Lab-2,DevOps,CS4067,BSE-7B,Mr. Durraiz Waseem,90 min
Fri,11:30-13:00,Eng Lab-3,Fundamentals of Software Project Management,SE4002,BSE-9A,TBA,90 min
Fri,11:30-13:00,Eng Lab-4,MS Practicum - II,CS5088,MSP-5A,TBA,90 min
Fri,11:30-13:00,Eng Lab-5,Calculus and Analytical Geometry,MT1003,BDS-1B,Dr. Komal Hassan VF,90 min
Fri,11:30-13:00,Eng Lab-6,Introduction to Data Science,DS2001,BDS-3A,Dr. Asma Ahmad,90 min
Fri,11:30-13:00,F-201,Linear Algebra,MT1004,BCS-3F/5F,Dr. Muhammad Rizwan VF,90 min
Fri,11:30-13:00,F-202,Understanding Holy Quran - I /Ethics - I,SS1021,BCS-3B/5B,Mr. Naseer Ahmad,90 min
Fri,11:30-13:00,F-203,Computer Networks,CS3001,BCS-5E/7E,Mr. Nauman Moazzam Hayat,90 min
Fri,11:30-13:00,F-204,Computer Networks,CS3001,BCS-5G/7G,Ms. Sarah Khaleel,90 min
Fri,11:30-13:00,F-205,Software Engineering,CS3009,BCS-5D/7D,Mr. Zeeshan Nazar,90 min
Fri,11:30-13:00,F-206,Technical and Business Writting,CSXXX,BCS-5C/7C,Uzma Safdar,90 min
Fri,11:30-13:00,F-207,Technical and Business Writting,CSXXX,BCS-5H/7H,Razm ul Zafar,90 min
Fri,11:30-13:00,F-208,Information Security,CS3002,BCS-7A/9A,Dr. Ammar Haider,90 min
Fri,11:30-13:00,F-209,Information Security,CS3002,BCS-7E/9E,Ms. Aqsa Khalid,90 min
Fri,11:30-13:00,F-210,Compiler Construction,CS4031,BCS-7K/9K,Dr. Farooq Ahmed Rana,90 min
Fri,11:30-13:00,F-301,Parallel and Distributed Computing,CS3006,BCS-7D/9D,Mr. Danyal Farhat,90 min
Fri,11:30-13:00,F-302,Design and Analysis of Algorithms,CS2009,BDS-5B/7B,Mr. Sajid Ali Kazmi,90 min
Fri,11:30-13:00,F-303,Data Analysis and Visualization,DS3001,BDS-5A/7A,Mr. Amir Iqbal,90 min
Fri,11:30-13:00,F-304,Understanding Holy Quran - II /Ethics - II,SS1022,BCS-3A,TBA,90 min
Fri,11:30-13:00,F-305,Computer Organization and Assembly Language,EE2003,BCS-5M,TBA,90 min
Fri,11:30-13:00,F-306,MLOps,CS4085,BCS-7B,Mr. Usman Anwer,90 min
Fri,11:30-13:00,F-307,French Language,SS2031,BCS-9A,TBA,90 min
Fri,11:30-13:00,F-308,Advanced Theory of Computation,CS5005,MCS-1A,Dr. Imran Farid Khan,90 min
Fri,11:30-13:00,F-309,Programming Fundamentals,CS1002,BSE-1B,Ms. Anosha Khan,90 min
Fri,11:30-13:00,F-310,Applied Physics,NS1001,BSE-1A,Mr. Faizan Saleem VF,90 min
Fri,11:30-13:00,F-311,Calculus and Analytical Geometry,MT1003,BSE-1C,TBA,90 min
Fri,11:30-13:00,F-312,Introduction to Software Engineering,SE1001,BSE-3B,Dr. Zeeshan Ali Rana,90 min
Fri,11:30-13:00,Lab-1,MLOps,CS4085,BDS-7A,Dr. Irfan Younas,90 min
Fri,11:30-13:00,Lab-13,Software for Mobile Devices,CS4039,BDS-9A,Mr. Waqas Ali,90 min
Fri,11:30-13:00,Lab-14,Statistical and Mathematical Methods for Data Science,DS5003,MDS-1A,Dr. Mubasher Baig,90 min
Fri,11:30-13:00,Lab-15,Advanced Topics in Generative AI,AI5004,MDS-3A,Dr. Maryam Bashir,90 min
Fri,11:30-13:00,Lab-16,Calculus and Analytical Geometry,MT1003,BCY-1A,Ms. Amina Aslam VF,90 min
Fri,11:30-13:00,Lab-17,Ideology and Constitution of Pakistan,SS1013,BCY-1B,TBA,90 min
Fri,11:30-13:00,Lab-18,Mathematics for Computational Intelligence,CSXXXX,MCI-1A,TBA,90 min
Fri,11:30-13:00,S. Hall,Artificial Intelligence,AI2002,BSE-5A,Dr. Hajra Waheed,90 min
Fri,13:00-14:30,C-1,Programming Fundamentals,CS1002,BCS-1C/3C,Mr. Muhammad Kamran,90 min
Fri,13:00-14:30,C-13,Programming Fundamentals,CS1002,BCS-1E/3E,Ms. Namra Absar,90 min
Fri,13:00-14:30,C-14,Ideology and Consittution of Pakistan,SS1013,BCS-1D/3D,Dr.Abdul Sattar,90 min
Fri,13:00-14:30,C-2,Islamic Studies/Ethics,SS1007,BCS-1B/3B,Qurat ul Ain Fatima,90 min
Fri,13:00-14:30,C-3,Data Structures,CS2001,BCS-3B/5B,Dr. Zareen Alamgir,90 min
Fri,13:00-14:30,C-4,Data Structures,CS2001,BCS-3C/5C,Dr. Saira Karim,90 min
Fri,13:00-14:30,C-5,Data Structures,CS2001,BCS-3E/5E,Mr. Muhammad Naveed,90 min
Fri,13:00-14:30,C-6,Computer Organization and Assembly Language,EE2003,BCS-3A/5A,Dr. Aatira Anum,90 min
Fri,13:00-14:30,C-7,Computer Organization and Assembly Language,EE2003,BCS-3D/5D,Ms. Samin Iftikhar,90 min
Fri,13:00-14:30,D-11,Computer Organization and Assembly Language,EE2003,BCS-3F/5F,Ms. Aleena Ahmad,90 min
Fri,13:00-14:30,Eng Lab-1,Operating Systems Lab,CL2006,BSE-5A,TBA,90 min
Fri,13:00-14:30,Eng Lab-2,Programming Fundamentals,CS1002,BDS-1B,Ms. Anosha Khan,90 min
Fri,13:00-14:30,Eng Lab-3,Calculus and Analytical Geometry,MT1003,BDS-1C,TBA,90 min
Fri,13:00-14:30,Eng Lab-4,Functional English,SS1012,BDS-1A,Dr. Kulsoom,90 min
Fri,13:00-14:30,Eng Lab-5,Data Structures,CS2001,BDS-3A,Mr. Uzair Naqvi,90 min
Fri,13:00-14:30,Eng Lab-6,Introduction to Data Science,DS2001,BDS-3B,Ms. Eesha tur Razia,90 min
Fri,13:00-14:30,F-201,Discrete Structures,CS1005,BCS-3G/5G,Ms. Mehwish Afshan,90 min
Fri,13:00-14:30,F-202,Computer Networks,CS3001,BCS-5A/7A,Dr. Abdul Qadeer,90 min
Fri,13:00-14:30,F-203,Computer Networks,CS3001,BCS-5C/7C,Dr. Ahmad Raza,90 min
Fri,13:00-14:30,F-204,Computer Networks,CS3001,BCS-5H/7H,Ms. Sarah Khaleel,90 min
Fri,13:00-14:30,F-205,Design and Anlysis of Algorithms,CS2009,BCS-5E/7E,Ms. Abeeda Akram,90 min
Fri,13:00-14:30,F-206,Technical and Business Writting,CSXXX,BCS-5D/7D,Uzma Safdar,90 min
Fri,13:00-14:30,F-207,Information Security,CS3002,BCS-7E/9E,Ms. Aqsa Khalid,90 min
Fri,13:00-14:30,F-208,Information Security,CS3002,BCS-7H/9H,Mr. Usman Aamer,90 min
Fri,13:00-14:30,F-209,Compiler Construction,CS4031,BCS-7D/9D,Mr. Hamad ul Qudous,90 min
Fri,13:00-14:30,F-210,Compiler Construction,CS4031,BCS-7K/9K,Dr. Farooq Ahmed Rana,90 min
Fri,13:00-14:30,F-301,Parallel and Distributed Computing,CS3006,BCS-7C/9C,Mr. Danyal Farhat,90 min
Fri,13:00-14:30,F-302,Design and Analysis of Algorithms,CS2009,BSE-5B/7B,Dr. Tahir Ejaz,90 min
Fri,13:00-14:30,F-303,MLOps,CS4085,BCS-7B,Mr. Usman Anwer,90 min
Fri,13:00-14:30,F-304,Database Systems,CS2005,BCS-7A,Mr. Ishaq Raza (VF),90 min
Fri,13:00-14:30,F-305,Numerical Computing,CS2008,BCS-9A,TBA,90 min
Fri,13:00-14:30,F-306,Advanced Theory of Computation,CS5005,MCS-1A,Dr. Imran Farid Khan,90 min
Fri,13:00-14:30,F-307,MS Thesis - II,CS5092,MCS-5A,TBA,90 min
Fri,13:00-14:30,F-308,Applied Physics,NS1001,BSE-1B,Mr. Faizan Saleem VF,90 min
Fri,13:00-14:30,F-309,Computer Organization and Assembly Language,EE2003,BSE-3A,TBA,90 min
Fri,13:00-14:30,F-310,Introduction to Software Engineering,SE1001,BSE-3B,Dr. Zeeshan Ali Rana,90 min
Fri,13:00-14:30,F-311,Information Security,CS3002,BSE-7A,Ms. Sarah Abid Khan,90 min
Fri,13:00-14:30,F-312,Parallel and Distributed Computing,CS3006,BSE-7B,Mr. Razi uddin,90 min
Fri,13:00-14:30,Lab-1,Technical and Business Writing,SS2012,BDS-5A,Iqra Rafiq,90 min
Fri,13:00-14:30,Lab-13,Generative AI,AI4009,BDS-7A,Dr. Maryam Bashir,90 min
Fri,13:00-14:30,Lab-14,Statistical and Mathematical Methods for Data Science,DS5003,MDS-1A,Dr. Mubasher Baig,90 min
Fri,13:00-14:30,Lab-15,MS Thesis-I,DS5091,MDS-3A,TBA,90 min
Fri,13:00-14:30,Lab-16,Islamic Studies/Ethics,SS1007,BAI-1A,Hafiz Hamza Janjua,90 min
Fri,13:00-14:30,Lab-17,Programming Fundamentals,CS1002,BCY-1B,TBA,90 min
Fri,13:00-14:30,Lab-18,Functional English,SS1012,BCY-1A,Ms. Zakia Naeem,90 min
Fri,13:00-14:30,Lab-2,Advanced Network Security,CY5006,MCY-1A,Dr. Arshad Ali,90 min
Fri,13:00-14:30,Lab-3,Database and Operating Systems,CSXXXX,MCI-1A,TBA,90 min
Fri,13:00-14:30,S. Hall,MS Thesis - II,CS5092,MSP-5A,TBA,90 min
Fri,14:30-16:00,C-1,Introduction to Information and Communication Technology,CL1000,BCS-1B/3B,Ms. Mamoona Majid,90 min
Fri,14:30-16:00,C-13,Introduction to Information and Communication Technology,CL1000,BCS-1G/3G,Ms. Ansa Liaqat,90 min
Fri,14:30-16:00,C-14,Calculus and Analytical Geometry,MT1003,BCS-1E/3E,Dr. Mazhar Hussain,90 min
Fri,14:30-16:00,C-2,Ideology and Consittution of Pakistan,SS1013,BCS-1C/3C,Dr.Abdul Sattar,90 min
Fri,14:30-16:00,C-3,Islamic Studies/Ethics,SS1007,BCS-1D/3D,Dr.Adnan Faisal,90 min
Fri,14:30-16:00,C-4,Data Structures,CS2001,BCS-3A/5A,Dr. Zareen Alamgir,90 min
Fri,14:30-16:00,C-5,Data Structures,CS2001,BCS-3F/5F,Mr. Muhammad Naveed,90 min
Fri,14:30-16:00,C-6,Discrete Structures,CS1005,BCS-3E/5E,Ms. Rubab Janjua,90 min
Fri,14:30-16:00,C-7,Applied Human Computer Interaction,CS3014,BCS-5A/7A,Ms. Sukhan Amir,90 min
Fri,14:30-16:00,D-11,Applied Human Computer Interaction,CS3014,BCS-5D/7D,Mr. Waqas Manzoor,90 min
Fri,14:30-16:00,Eng Lab-1,Computer Organization and Assembly Language Lab,EL2003,BCS-3B/5B,Ms. Seemab Ayub,90 min
Fri,14:30-16:00,Eng Lab-2,Computer Organization and Assembly Language Lab,EL2003,BCS-3D/5D,TBA,90 min
Fri,14:30-16:00,Eng Lab-3,Computer Organization and Assembly Language Lab,EL2003,BCS-3G/5G,TBA,90 min
Fri,14:30-16:00,Eng Lab-4,Web Programming,CS4032,BDS-7A,Ms. Mahhek Tahir,90 min
Fri,14:30-16:00,Eng Lab-5,Data Science Tools and Technique,DS5002,MDS-1A,Dr. Asma Ahmad,90 min
Fri,14:30-16:00,Eng Lab-6,Advanced Topics in Generative AI,AI5004,MDS-3A,Dr. Maryam Bashir,90 min
Fri,14:30-16:00,F-201,Computer Architecture,CS4075,BCS-5H/7H,Mr. Junaid Hussain Muzammil,90 min
Fri,14:30-16:00,F-202,Computer Networks,CS3001,BCS-5C/7C,Dr. Ahmad Raza,90 min
Fri,14:30-16:00,F-203,Information Security,CS3002,BCS-7E/9E,Ms. Aqsa Khalid,90 min
Fri,14:30-16:00,F-204,Information Security,CS3002,BCS-7J/9J,Mr. Usman Aamer,90 min
Fri,14:30-16:00,F-205,Compiler Construction,CS4031,BCS-7K/9K,Dr. Farooq Ahmed Rana,90 min
Fri,14:30-16:00,F-206,Parallel and Distributed Computing,CS3006,BCS-7B/9B,Dr. Abdul Qadeer,90 min
Fri,14:30-16:00,F-207,Parallel and Distributed Computing,CS3006,BCS-7H/9H,Mr. Razi uddin,90 min
Fri,14:30-16:00,F-208,MLOps,CS4085,BCS-7A,Mr. Usman Anwer,90 min
Fri,14:30-16:00,F-209,Introduction to Cloud Computing,CS4037,BCS-9A,Mr. Muhammad Kamran,90 min
Fri,14:30-16:00,F-210,MS Thesis - I,CS5091,MCS-5A,TBA,90 min
Fri,14:30-16:00,F-301,Calculus and Analytical Geometry,MT1003,BSE-1B,Dr. Muhammad Nasir Ali VF,90 min
Fri,14:30-16:00,F-302,Introduction to Software Engineering,SE1001,BSE-3B,Dr. Zeeshan Ali Rana,90 min
Fri,14:30-16:00,F-303,Operating Systems,CS2006,BSE-5A,Mr. Razi uddin (VF),90 min
Fri,14:30-16:00,F-304,Final Year Project -I,SE4091,BSE-7A,TBA,90 min
Fri,14:30-16:00,F-305,Research Methodology,CS5001,MSP-1A,Dr. Asif Gillani,90 min
Fri,14:30-16:00,F-306,Human Resource Management,MG5043,MSP-3A,Mr. Hasan Shehzad,90 min
Fri,14:30-16:00,F-307,MS Thesis - II,CS5092,MSP-5A,TBA,90 min
Fri,14:30-16:00,F-308,Programming Fundamentals,CS1002,BDS-1B,Ms. Anosha Khan,90 min
Fri,14:30-16:00,F-309,Islamic Studies,SS1007,BDS-1A,Dr. Adnan Faisal,90 min
Fri,14:30-16:00,F-310,Understanding Seerat-un-Nabi (PBUH),SS1019,BDS-1C,TBA,90 min
Fri,14:30-16:00,F-311,Data Structures,CS2001,BDS-3B,Mr. Uzair Naqvi,90 min
Fri,14:30-16:00,F-312,Computer Organization and Assembly Language,EE2003,BDS-3A,Ms. Sana Fatima,90 min
Fri,14:30-16:00,Lab-1,Programming Fundamentals,CS1002,BAI-1A,Dr. Mubasher Baig,90 min
Fri,14:30-16:00,Lab-13,Calculus and Analytical Geometry,MT1003,BCY-1B,TBA,90 min
Fri,14:30-16:00,Lab-14,Ideology and Constitution of Pakistan,SS1013,BCY-1A,Muhammad Asif,90 min
Fri,14:30-16:00,Lab-15,Mathematics for Computational Intelligence,CSXXXX,MCI-1A,TBA,90 min
Fri,14:30-16:00,S. Hall,Technical and Business Writing,SS2012,BDS-5A,Iqra Rafiq,90 min
Fri,16:00-17:30,C-1,Ideology and Consittution of Pakistan,SS1013,BCS-1G/3G,Muhammad Tahir Rahisd,90 min
Fri,16:00-17:30,C-13,Functional English,SS1012,BCS-1E/3E,Dr. Kulsoom,90 min
Fri,16:00-17:30,C-14,Software Engineering,CS3009,BCS-5A/7A,Ms. Lehmia Kiran,90 min
Fri,16:00-17:30,C-2,Compiler Construction,CS4031,BCS-7B/9B,Mr. Aamir Raheem,90 min
Fri,16:00-17:30,C-3,Software Evolution and Re-Engineering,CSXXX,BCS-7A,Mr. Arslan Asif,90 min
Fri,16:00-17:30,C-4,Ideology and Constitution of Pakistan,SS1013,BSE-1B,Quratulain Ilyas,90 min
Fri,16:00-17:30,C-5,Programming Fundamentals,CS1002,BDS-1B,Ms. Anosha Khan,90 min
Fri,16:00-17:30,C-6,Technical and Business Writing,SS2012,BDS-5A,Iqra Rafiq,90 min
Fri,17:30-19:00,C-1,Functional English,SS1012,BCS-1G/3G,Dr. Kulsoom,90 min
Fri,17:30-19:00,C-13,Parallel and Distributed Computing,CS3006,BCS-7B/9B,Dr. Abdul Qadeer,90 min
Fri,17:30-19:00,C-14,Database Systems,CS2005,BCS-7A,Mr. Ishaq Raza (VF),90 min
Sat,08:30-10:00,C-1,Introduction to Information and Communication Technology,CL1000,BCS-1D/3D,Ms. Maimoona Akram,90 min
Sat,08:30-10:00,C-13,Data Structures,CS2001,BCS-3E/5E,Mr. Muhammad Naveed,90 min
Sat,08:30-10:00,C-14,Computer Organization and Assembly Language,EE2003,BCS-3B/5B,Dr. Aatira Anum,90 min
Sat,08:30-10:00,C-2,Discrete Structures,CS1005,BCS-3F/5F,Ms. Rubab Janjua,90 min
Sat,08:30-10:00,C-3,Linear Algebra,MT1004,BCS-3H/5H,VF,90 min
Sat,08:30-10:00,C-4,Understanding Holy Quran - I /Ethics - I,SS1021,BCS-3D/5D,TBA,90 min
Sat,08:30-10:00,C-5,Applied Human Computer Interaction,CS3014,BCS-5B/7B,Ms. Sukhan Amir,90 min
Sat,08:30-10:00,C-6,Computer Networks,CS3001,BCS-5G/7G,Ms. Sarah Khaleel,90 min
Sat,08:30-10:00,C-7,Technical and Business Writting,CSXXX,BCS-5F/7F,Razm ul Zafar,90 min
Sat,08:30-10:00,D-11,Information Security,CS3002,BCS-7D/9D,Ms. Aqsa Khalid,90 min
Sat,08:30-10:00,Eng Lab-1,Functional English Lab,SL1012,BCS-1A1/3A1,TBA,90 min
Sat,08:30-10:00,Eng Lab-2,Function English Lab,SL1012,BDS-1B1,TBA,90 min
Sat,08:30-10:00,F-201,Compiler Construction,CS4031,BCS-7F/9F,Mr. Hamad ul Qudous,90 min
Sat,08:30-10:00,F-202,Design and Analysis of Algorithms,CS2009,BDS-5A/7A,Mr. Sajid Ali Kazmi,90 min
Sat,08:30-10:00,F-203,Data Science,CS4048,BCS-7A,Dr. Sobia Tariq Javed,90 min
Sat,08:30-10:00,F-204,Computer Networks,CS3001,BCS-7M,TBA,90 min
Sat,08:30-10:00,F-205,Numerical Computing,CS2008,BCS-9A,TBA,90 min
Sat,08:30-10:00,F-206,Programming Fundamentals,CS1002,BSE-1C,TBA,90 min
Sat,08:30-10:00,F-207,Software Construction and Development,SE3005,BSE-5B,Mr. Arslan Asif,90 min
Sat,08:30-10:00,F-208,Parallel and Distributed Computing,CS3006,BSE-7B,Mr. Razi uddin,90 min
Sat,08:30-10:00,F-209,Introduction to Data Science,DS2001,BDS-3B,Ms. Eesha tur Razia,90 min
Sat,08:30-10:00,F-210,French Language,SS2031,BDS-7B,TBA,90 min
Sat,08:30-10:00,F-301,Introduction to Information and Communication Technology,CL1001,BAI-1A1,Ms. Maham Naeem,90 min
Sat,10:00-11:30,C-1,Programming Fundamentals,CS1002,BCS-1A/3A,TBA,90 min
Sat,10:00-11:30,C-13,Calculus and Analytical Geometry,MT1003,BCS-1D/3D,Dr. Mazhar Hussain,90 min
Sat,10:00-11:30,C-14,Computer Organization and Assembly Language,EE2003,BCS-3A/5A,Dr. Aatira Anum,90 min
Sat,10:00-11:30,C-2,Linear Algebra,MT1004,BCS-3H/5H,VF,90 min
Sat,10:00-11:30,C-3,Applied Human Computer Interaction,CS3014,BCS-5E/7E,Mr. Waqas Manzoor,90 min
Sat,10:00-11:30,C-4,Design and Anlysis of Algorithms,CS2009,BCS-5F/7F,Mr. Sajid Ali Kazmi,90 min
Sat,10:00-11:30,C-5,Technical and Business Writting,CSXXX,BCS-5C/7C,Uzma Safdar,90 min
Sat,10:00-11:30,C-6,Data Analysis and Visualization,DS3001,BDS-5B/7B,Mr. Amir Iqbal,90 min
Sat,10:00-11:30,C-7,Understanding Holy Quran - II /Ethics - II,SS1022,BCS-3F,TBA,90 min
Sat,10:00-11:30,D-11,Final Year Project - I,CS4091,BCS-7A,TBA,90 min
Sat,10:00-11:30,Eng Lab-1,Programming Fundamentals Lab,CL1002,BCS-1G/3G,Ms. Marwa Khan,90 min
Sat,10:00-11:30,Eng Lab-2,Functional English Lab,SL1012,BCS-1F2/3F2,TBA,90 min
Sat,10:00-11:30,Eng Lab-3,Data Structures Lab,CL2001,BCS-3B/5B,TBA,90 min
Sat,10:00-11:30,Eng Lab-4,Data Structures Lab,CL2001,BCS-3G/5G,TBA,90 min
Sat,10:00-11:30,Eng Lab-5,Artificial Intelligence - Lab,AL2002,BSE-5B,TBA,90 min
Sat,10:00-11:30,Eng Lab-6,Computer Networks Lab,CL3001,BDS-7B,TBA,90 min
Sat,10:00-11:30,F-201,Data Science,CS4048,BCS-7B,Dr. Sobia Tariq Javed,90 min
Sat,10:00-11:30,F-202,Computer Networks,CS3001,BCS-7M,TBA,90 min
Sat,10:00-11:30,F-203,Final Year Project - II,CS4092,BCS-9A,TBA,90 min
Sat,10:00-11:30,F-204,MS Thesis - II,CS5092,MCS-5A,TBA,90 min
Sat,10:00-11:30,F-205,Ideology and Constitution of Pakistan,SS1013,BSE-1C,TBA,90 min
Sat,10:00-11:30,F-206,Probability and Statistics,MT2005,BSE-3B,Ms. Kanwal Saleem,90 min
Sat,10:00-11:30,F-207,Parallel and Distributed Computing,CS3006,BSE-7A,Mr. Razi uddin,90 min
Sat,10:00-11:30,F-208,MS Practicum - II,CS5088,MSP-5A,TBA,90 min
Sat,10:00-11:30,F-209,Islamic Studies,SS1007,BDS-1A,Dr. Adnan Faisal,90 min
Sat,10:00-11:30,F-210,Computer Organization and Assembly Language,EE2003,BDS-3B,Ms. Sana Fatima,90 min
Sat,10:00-11:30,F-301,Artificial Intelligence,AI2002,BDS-5A,Dr. Hajra Waheed,90 min
Sat,10:00-11:30,F-302,Deep Learning for Perception,CS4045,BDS-7A,Mr. Saiful Islam,90 min
Sat,10:00-11:30,F-303,Linear Algebra,MT1004,BAI-3A,Dr. Aziz Ur Rehman VF,90 min
Sat,11:30-13:00,C-1,Calculus and Analytical Geometry,MT1003,BCS-1D/3D,Dr. Mazhar Hussain,90 min
Sat,11:30-13:00,C-13,Calculus and Analytical Geometry,MT1003,BCS-1G/3G,Mr. Waqar Azeem VF,90 min
